,CoinText,CoinDate
3722,"Better enforcement of cryptocurrency regulations can help address an increasing number of ransomware attacks, a public-private task force claimed Thursday.The Ransomware Task Force, led by the Institute for Security and Technology with support from Microsoft, McAfee and various government agencies, published a report proposing a host of government and company responses to the growing threat of ransomware attacks, including recommendations to disrupt payments to the developers who develop this form of malware.A ransomware attack is one where a malicious actor hijacks a computer or network, locking it until the victim pays a ransom, often in cryptocurrency (ransomware victims paid close to $350 million in crypto to attackers last year). Paying the ransom is not necessarily a guarantee the perpetrator will share a decryption tool to unlock the computer.The report recommended properly enforcing existing know-your-customer (KYC) and anti-money laundering (AML) laws to help tamp down payments made in crypto, and hinted that additional regulations may be necessary.“The cryptocurrency sector that enables ransomware crime should be more closely regulated. Governments should require cryptocurrency exchanges, crypto kiosks, and over-the-counter (OTC) trading ‘desks’ to comply with existing laws, including Know Your Customer (KYC), Anti-Money Laundering (AML), and Combatting Financing of Terrorism (CFT) laws,” the report said.The report noted that this sort of regulatory enforcement would have to be international. A single nation enforcing KYC/AML laws would be insufficient, given that some companies set up shop in countries with more lax regulations.“A single country’s laws or capabilities will be insufficient to tackle this global threat,” the report said.Kemba Walden, an assistant general counsel at Microsoft’s Digital Crimes Unit, said in a panel announcing the report that many ransomware developers want payments in bitcoin, rather than privacy coins.This is because of the low trading volumes for these privacy coins, the report said. However, while malicious actors may not be using privacy coins, the report did warn that attackers might use mixing services to obfuscate how transactions occur.Chainalysis Director of Market Development Don Spies, who is a member of the task force, told CoinDesk the group came together around the idea that the ransomware threat is likely to grow.“I think one of the main goals of this was not to propose additional, stifling measures but to help folks realize that you can actually take a stab at this with existing measures,” he said. “In the regulatory space, AML, if we just enforce existing laws on the books in a consistent manner, I think we have the ability to really combat what’s going on.”Pamela Clegg, vice president of financial investigations at CipherTrace, said in a blog post one of the goals would be to disrupt the ransomware business model, saying crypto is just one aspect of the issue.The task force received support from the U.S. Department of Homeland Security (DHS), the UK’s National Cyber Security Centre and Europol, with members hailing from a host of government agencies and private entities. Spies said he volunteered to join the group, and was not paid for his participation.In video remarks at the unveiling of the report, Homeland Security Secretary Alejandro Mayorkas called the report an “impressive accomplishment.”“The Department will work to implement many of your recommendations because one thing is clear: Ransomware is a threat to national security,” Mayorkas said. ",2021-04-29
3723,"Traders and analysts continue to talk up ether and alternative cryptocurrencies as bitcoin struggles to regain the $64,000 record price level attained weeks ago.The price of bitcoin was dropping Thursday, going as low as $52,622 and settling at $52,964 as of press time. There’s been an almost $3,000 price change over the past 24 hours for the world’s oldest cryptocurrency, ranging from $55,851 down to $52,622.It’s the season for alternative cryptocurrencies, or “alts,” according to Rich Rosenblum, president of crypto market maker GSR. This might help explain why bitcoin has suddenly lost some of the momentum seen earlier this week. “When new money flows into BTC, people are less focused on alts,” Rosenblum told CoinDesk. “Once it feels like the bullish pattern for BTC breaks down, people roll some of those profits into alts.”The market dominance of bitcoin continues to decline, and it’s less than half of the total blockchain market Thursday. At 49.5% at press time it is down from 73% at the start of 2021. “Crypto natives might be taking profits in BTC to free up some capital to invest in alts,” Rosenblum said.Zachary Friedman, chief operating officer at quantitative firm GDA Capital, senses bitcoin’s rally might just be pausing.  “As we have seen with most bull cycles, bitcoin typically leads the charge,” Friedman said. “Once bitcoin tops, money is redistributed into altcoins, which marks the nearing end of these cycles, historically.”While ether keeps pushing to new highs almost daily, bitcoin’s all-time high above $64,400 came two weeks ago. For now, BTC is out of the limelight. “Ether and alts will likely keep up the bulk of the action for the next leg of this cycle,” Friedman said. Read More: Coinbase Debuts ‘Buy With PayPal’ Feature (but Read the Fine Print)Ether (ETH) rallied to a fresh all-time high Thursday around $2,800, before fading later in the day.  The second-largest cryptocurrency by market capitalization was trading around $2,708 as of 21:00 UTC (4:00 p.m. ET), down 0.75% over the prior 24 hours. “Since the end of March, we’ve seen ETH going stronger against BTC,” said Élie Le Rest, partner at crypto quantitative trading firm ExoAlpha. The technical proposal EIP 1559 to fix the Ethereum blockchain’s problematic capacity constraints may be aiding in the bullish sentiment. “This bullish trend on ETH may be seen through different angles, but the upcoming upgrade including EIP 1559 is seen as a strong catalyst of the recent ETH bull run,” Le Rest said. Jason Lau, chief operating office of San Francisco-based exchange OKCoin, said ether appears to have decoupled from bitcoin. “This is significant as ETH/BTC had been in the ~0.02-0.04 BTC range for almost the past two years, but recently just hit ~0.05 BTC” Lau said. As of press time, the ETH/BTC pair, which signals traders rotating in and out of bitcoin into and from ether, is up 2.6% and well over 0.05 BTC. It has been mega bullish since April 27. “The [non-fungible token] boom, recent scalability improvements, Ethereum protocol upgrades and DeFi growth have all contributed,” Lau said. “Those upcoming features are a great incentive for investors to tag along, contributing to ETH against BTC” Read More: As Ether Pushes Ever Higher, Crypto Traders Plot Price in Bitcoin TermsOne of the biggest gainers in the altcoin space this year is Binance coin (BNB),  an asset used to offset trading fees charged on the Binance exchange. On a percentage basis, BNB’s dominance, the share it takes up of total crypto market capitalization, has gained over 550% since the start of 2021. As of press time, BNB’s market dominance is at 4.4%.Digital assets on the CoinDesk 20 are all in the red Thursday. Notable losers as of 21:00 UTC (4:00 p.m. ET):Equities:Commodities:Read More: Fed’s Powell Says Market, as Exemplified by Dogecoin, Is ‘a Bit Frothy’Treasurys:",2021-04-29
3724,"During a continued divergence in the crypto markets, where ether posted new all-time highs while bitcoin wallowed at levels almost $10,000 below its peak, the politics and buzz around both continue to spur thought and debate. In the spirit of that, this week’s newsletter dives into Iran’s ostensibly pro-bitcoin strategy and shows how it contravenes the level playing field values on which bitcoin is built. It also looks at the explosion in non-fungible token (NFT) sales and offers a lesson from Crypto Twitter on how to deal with rumors. After you’ve read all that, please find time to listen to this week’s excellent episode of our “Money Reimagined” podcast. In the latest stop on our world tour of crypto hot spots, Sheila Warren and I talk to two Nigerian entrepreneurs: Yele Bademosi, the CEO of payments app Bundle Africa, and Adia Sowho, a venture builder and operator. Among this entertaining pair’s many cool insights was the idea the Nigerian Central Bank’s February order that banks shut down crypto companies’ access backfired. It spurred even more innovation, inspiring local developers to dream up new decentralized solutions for getting around the banking sector’s gatekeepers.Be careful what you wish for. News this week that Iran will allow a small set of qualified entities to pay for imports with cryptocurrency mined by licensed operators might sound like an enlightened move to some bitcoin enthusiasts. It fits a narrative that when governments start accepting bitcoin, they jump-start its role as a universal reserve asset. Meanwhile, the free trade-minded who chafe at all government intervention in markets may view Iran’s use of bitcoin to get around U.S. sanctions as a positive blow for global commerce generally.But look closer and you’ll see in Iran’s bitcoin strategy the hallmarks of an authoritarian system that flouts the freedoms crypto advocates like to embrace. When viewed alongside a crackdown against unlicensed crypto mining, the regime’s moves could widen the divide between government-favored elites and average Iranians. (Below we delve into the lessons on this taken from Cuba’s destructive dual-currency system.)It’s not clear if federal officials in Washington will care about that inequity. But it will view Iran’s bitcoin solution for sanction avoidance with alarm, as it undermines the United States’ self-appointed role as cop to the global financial system. Concerns about that will be amplified if it’s apparent that China, which is eager to knock the dollar off its international reserve currency perch, is directly or indirectly supporting Iran’s approach. (The pathways for Beijing to do so are already laid.)The question is: How should the Biden administration respond? Let’s hope it avoids the temptation to roll this into a simplistic “bitcoin bad” narrative and imposes tighter controls on the cryptocurrency’s users in the U.S. and elsewhere. A more constructive approach would encourage Iran to abandon its strategy for a crypto policy that favors innovation, green infrastructure and economic freedom for all its citizens. The intent of the government of President Hassan Rouhani is hardly a mystery. Even though Iran is a major oil producer, years of crippling U.S. sanctions aimed at containing its nuclear weapons program have deprived its economy of dollars. That makes it very difficult for Iran to buy what it needs from the world, and ensures that the local currency, the rial, is under perpetual downward pressure, which in turn stokes inflation.Now, by creating a legal framework in which bitcoin can be mined locally, taxed under a strict licensing system and used by regulated institutions to pay for imports, the government has a workaround. Iran will still struggle to sell its energy resources for dollars, but it can do the next best thing: It can convert that same local resource into bitcoin, a harder currency than dollars. At the same time, the regime is showing its authoritarian instincts. In January, it said that Iran had 24 officially registered mining farms, consuming 310 megawatts of power, and that the Ministry of Energy had shut down 1,620 illegal bitcoin mining operations with a capacity of 250 megawatts over the prior 18 months. It offered rewards of up to 100 million rials ($2,350) for information leading to the arrest of illegal miners. In a subsequent story by CoinDesk’s Anna Baydakova, one household miner, “Basir” (not his real name), said he spent a week in jail before he could scrounge up the large bail amount by selling his house, his car and his mining equipment. The premise for the crackdown is that illegal mining is disrupting Iran’s overstretched electricity grid. But bitcoin advocates say that is unfair as the country’s blackouts have continued even after the authorities have done their sweep. Regardless, by making itself the gatekeeper for domestically mined bitcoin and discriminating over which entities can access it, the government is laying the groundwork for societal divisions  – especially if bitcoin grows in importance, as many expect it will. To understand why, let’s go back to the early years of the post-Cold War era in Cuba, another country that has labored under the constraints of U.S. sanctions.In 1993, Fidel Castro’s regime was broke. Its longtime benefactor, the Soviet Union, had collapsed and the island economy was reeling from four years of “Special Period” austerity. Castro reluctantly adopted a radical solution: He legalized the use of U.S. dollars, but only within designated, closely regulated industries such as government-sanctioned tourism resorts that could only accept foreigners as guests. It later entrenched this system by requiring all incoming foreign currency, including that carried by foreign tourists, be exchanged into “convertible pesos,” a new local currency pegged one-to-one with the dollar. The new notes would circulate in parallel with the traditional Cuban peso, known as “moneda nacional” (national currency), but could only be used in those same sanctioned settings. The strategy gave the regime a lifeline. With taxes from regulated foreign currency inflows, it continued to defy the Helms-Burton Act. But the system created two Cubas, one where a privileged elite got access to goods and services available only in de facto foreign currency. Everyone else earned near-worthless moneda nacional, which could buy only items listed on the “libreta,” or ration book, an artifact of Soviet communism that guaranteed necessities such as bread and milk but excluded anything deemed to be a “luxury” – in effect, anything imported. To give you an idea of how limiting the libreta was, it did not include the “luxury” of tampons. These deep divisions also bred rampant corruption because goods designated for the moneda nacional economy were hoarded and sold illegally in the convertible peso economy. Bakers would secretly deliver half their production to fancy foreign tourist-only restaurants, denying libreta holders their bread rations. Gas stations would siphon off gasoline intended for domestic customers and deliver it to companies operating in the convertible peso economy. Painters would thin out their paint so that they could sell half their supplies to hotels.  The human effect of this stood out to me when I visited Cuba for book research in 2008. One day, I hired a rickshaw driver with my convertible pesos. Every time he saw a policeman up ahead, he urged me to dismount and walk to meet him two blocks down the road because he  couldn’t be seen to be servicing dollar-wielding foreign tourists. The system created a new class of predominantly white elites whose expat families in Miami and Madrid would send them foreign currency, while doing nothing for a disproportionately black community without such ties. By the standards of Communist Cuba’s professed egalitarian ideals, it was an abomination. Yet, it took the government 28 years – until January of this year – to unify the currencies. Such was the intoxicating appeal of this unjust system for the Castro dictatorship – first under Fidel, then under his brother, Raul.Similar inequity lies ahead for Iran if it sticks with its crypto strategy and, as many of us believe, bitcoin becomes a sought-after store of value in a post-COVID era of high debt, slow growth and fiat currency depreciation. Some Iranians will become phenomenally rich. Others will be stuck with worthless rials. Attempts to cross the divide will encourage corruption and social tensions. Still, for the Iranian regime, the strategy is a tempting way to fund itself. Also, given Iran’s relationship with China – with which it recently struck a $400 billion, 25-year investment deal that included access to Iranian oil and a plan for a binational “bank” – it presents an opportunity to shift the geopolitical landscape. China has the largest bitcoin mining industry in the world, and so it’s not hard to imagine Chinese bitcoin miners building officially endorsed, fossil fuel-run facilities inside Iran. Once bilateral payment agreements are in place to use digital currencies that bypass the U.S.-led global financial system, one can foresee a feedback loop in which China gets oil, Iran gets hard currency, the dollar’s power is diminished, and bitcoin’s carbon footprint grows. How should the U.S. respond?My fear is the rallying cry in Congress will be that bitcoin is “enabling” reprehensible sanctions-busting behavior, prompting calls for tougher crypto regulations. That will only drive more activity underground and encourage more dirty fuel installations in Iran and elsewhere –  in effect, strengthening the regime’s hand. The alternative is the U.S. government takes a more constructive approach, encouraging innovation and economic freedom. It could offer to work with domestic bitcoin miners to commit to zero greenhouse emissions and, in so doing, develop such energy sources, whether it’s the government’s nuclear plants or locally run solar and wind operations. As I wrote in a prior newsletter, I see a pathway for government incentives to make bitcoin mining a catalyst for green energy development. Iran, as an energy powerhouse, is well placed to work with U.S. scientists on such solutions. One can hope, right?With “Saturday Night Live” making skits about NFTs, multiple sports stars and celebrities minting them and digital art selling for nosebleed prices, it seems like a good time to check in on how the NFT market has responded to all this attention. Thankfully, the latest quarterly report from ConsenSys on the state of the decentralized finance (DeFi) ecosystem on Ethereum contains a nice set of pie charts to tell the story:As expected, sales of crypto art grew rapidly during the quarter as a mania for non-fungible tokens took hold. However, the spoils of the growing pie were not distributed evenly. Nifty Gateway, the NFT platform acquired by Gemini two years ago, has consistently gobbled up the biggest piece of it.Why? In one word: Beeple. The March $69 million sale of the digital artist’s ""Everydays – The First Five Thousand Days"" digital collage was not only a major driver of the platform’s volume, it also reflected the established relationship Beeple had already built with Christie’s, Nifty Gateway and other sellers of high-value digital art.Herein lies an old-school journalist’s crotchety warnings about treating rumors responsibly. Crypto Twitter can take some lessons from a saga that began with a tweet early Tuesday by Alistair Milne, whose Twitter profile (89,300 followers) says he is the CIO of the Altana Digital Currency Fund.That got many, many, people excited – for obvious reasons. Bitcoin’s price did not immediately jump after the tweet, but for the 36-hour period (until the rumor turned out to be false), it brushed with its highest level for the week. Knowing the trigger-happiness of the crypto investor scene, it seems likely that Milne’s tweet, which was very widely shared, prompted many to buy. Now, before we discuss what Facebook actually announced, here’s a basic rule to which I was rightly subjected in financial newsrooms throughout my career: We could never report on potentially market-moving rumors, however interesting they might be, for the simple reason that you could cause people to unfairly lose or gain money on unsubstantiated hearsay. Rumors are prevalent in all markets, precisely because people have vested interests in the price impact they can have. The last thing you want to do as a respected news outlet with a large megaphone is to amplify the rumormonger’s message. A rumor is a prompt for a journalist to try to confirm the truth of it, not to report on it prematurely. Of course, Milne is not a journalist. But in the age of social media, and for the purposes of this discussion, it’s a distinction without a difference. He has 89,000 followers and a reputation as an early investor in the space. We all have a responsibility to our audience. Anyway...Facebook’s earnings came and went on Wednesday evening with nary a mention of “bitcoin,” “cryptocurrency,” “blockchain,” “dogecoin,” or even “libra” or, for that matter, “diem.”Some delighted in the non-eventness of it all:But others were incensed. This Twitter user summed up Crypto Twitter’s reaction quite nicely (sound on):As Milne came under attack, he stood his ground. He didn’t delete the tweet and found some lighthearted ways to laugh it off, asking whether he should delete his account and then declaring he would never tweet again until Facebook does buy bitcoin. But his mentions kept filling up. It probably didn’t help he had tweet-boasted 14 hours before the Facebook earnings release of taking profits, nor that he later defensively blamed the rumor on someone else.Here, two old-school newsroom rules are useful: 1) the problem is not that you start a rumor per se, it’s that you amplify it and in so doing legitimize it, and 2) just putting the label “rumor” on an unsubstantiated claim does not get you off the hook. You’re still amplifying it.That last tweet, 22 hours after the Facebook earnings report, suggests our culprit still has some learning to do.Still, it’s heartening to know that an angry Twitter mob can have a sobering impact. Based on this last tweet from Alistair Milne on the topic Thursday night, he might think twice next time:Bitcoin investors are hoping the U.S. Securities and Exchange Commission finally approves an exchange-traded fund for bitcoin, giving the price a boost. With at least three proposals before an SEC that’s now led by crypto-savvy Chairman Gary Gensler, and given the success of three Canadian ETFs, expectations are stronger than ever for a positive ruling.",2021-04-30
3725,"The next time someone smugly tells you there is “no legitimate use case” for cryptocurrency, or asserts that it has “no redeeming social value,” shove this story in his or her face:Meduza, a Russian news outlet, is soliciting donations in cryptocurrency (along with traditional payment methods) after the government labeled it a “foreign agent,” CoinDesk’s on-the-ground correspondent, Anna Baydakova, reported Thursday.Meduza is now required by law to post a notice of its “foreign agent” status in a typeface bigger than the text of its articles. As a result of this scarlet letter, Meduza lost many of its advertisers and is running out of money, the team behind the publication said. Apparently, it hasn’t been deplatformed by traditional financial institutions because it is also taking donations by bank card and PayPal. But the reasons Meduza gave for including the crypto option were telling.“If people are afraid to send us money from their bank accounts, and they might well be, they can send us crypto,” said Meduza’s editor-in-chief, Ivan Kolpakov.A skeptic might note that donors who send bitcoin (BTC), ether (ETH), or BNB to Meduza would leave a permanent record of their actions on the blockchains, or public ledgers, of these assets. But such a record would show only the address, a random-seeming string of numbers and letters, that sent the money, not the person behind it. An address may or may not be tied to donors’ real-world identity, depending on how they acquired the crypto and what steps they took to protect their privacy, whereas their bank and PayPal accounts definitely are.Further, if recent history teaches us anything, it is that financial intermediaries cannot be relied upon to stand with dissident or unpopular voices.We saw this more than a decade ago with the blockade of WikiLeaks by PayPal and other large financial institutions that caved to extra-legal pressure from U.S. politicians.We see it today when payment processors and crowdfunding sites boot content creators, fundraisers or pariah-friendly internet platforms, not because they are breaking any laws but because their speech offends activists. I, too, find the content in many of these cases unsavory. But I don’t mind that it exists, and I don’t want to prevent those who want to read, watch or hear it from doing so. That’s a basic “small-l liberal” principle. Or was.To quote a locked Twitter account, whom I will not name out of respect for the person's privacy: “If I cover my ears because I don’t want to hear from you, it’s not censorship. If I cover your mouth or someone else’s ears because people want to hear you, it’s censorship.”I can already hear the bien pensants say, “It’s only censorship when the government does it.” But even if you accept only that narrow legal definition of the word, it surely describes what the Russian government – the very regime whose influence in the U.S. many of those same bien pensants spent the last four years hyperventilating about – is trying to do to Meduza.Crypto might thwart that attempt, or at least hinder it, by enabling individuals to transfer money to a publisher without permission from third parties that can be strong-armed or politicized.By all means, let’s talk about the copious amounts of electricity required to secure Bitcoin and other proof-of-stake networks – although describing this intensive computation as “wasteful” is a subjective value judgment. (TikTok and hair dryers are wasteful in my book. Should those things be banned?)By all means, let’s acknowledge that cryptocurrency’s openness to all comers makes it attractive to criminals – although the blockchain’s trail of crumbs also helps law enforcement catch the crooks who use these systems.See also: Daniel Kuhn – Bitcoin, Warts and AllBy all means, let’s pay attention to how terrorists, foreign or now, we’re told, domestic, might take advantage of this technology. But if we’re going to blame anyone or anything other than the terrorists for their actions, remember it was not Satoshi Nakamoto who destabilized the Middle East or hollowed out Middle America.When tallying the social costs of censorship-resistant money, do not ignore the benefits for the Meduzas of the world.",2021-04-30
3726,"Bitcoin (BTC) prices surged Friday as the market appeared largely unfazed by the expiration of more than $4 billion of options earlier in the day. Historical price patterns suggest the largest cryptocurrency may be due for further gains over the coming weeks.Since October the settlement of the monthly options contracts has proven to be a catalyst for bullish short-term moves. In the 10 days following the past six monthly expiries, the cryptocurrency has charted gains ranging from 7% to 35%.Last month, prices pulled back to $50,000 in the week leading up to the March 26 expiry, only to reverse course in the following days and reach new record highs above $64,000 on April 14. A similar dynamic unfolded before and after the February and January expiries.One possible explanation for the month-end pullbacks was that the ""max pain point"" – the strike price at which the most open options contracts expire worthless – was so far below the spot price. Such a setup raises the risk that some traders might try to push the market down so that the options would be in the money at expiration.    For instance, the max pain point for the March 26 expiry was $44,000, and the cryptocurrency traded near $60,000 a week before expiry. That likely prompted options sellers – typically institutions – to create bearish pressure in the spot/futures market and push prices closer to the max pain point in a bid to inflict maximum loss on options buyers.This time around, the max pain point for the April expiry, which took place at 08:00 UTC Friday, was $54,000, according to Deribit, the dominant exchange for trading cryptocurrency options. Prices fell from $60,000 to $48,000 in the eight days to April 25. However, the cryptocurrency bounced back over the next few days. By the time of Friday's expiration, the price was right around the max pain point of $54,000. Most options expired worthless or out of the money. Also read: Bitcoin Stabilizes Near Support; Resistance Around $56K-$58K The exchange settled some 77,000 options contracts worth over $4 billion, data shows. In the hours since, prices have surged – signaling relief that the potentially market-rattling event had passed without much ado.  So if historical patterns are a guide, the cryptocurrency could rise above $60,000 over the next week or so.",2021-04-30
3727,"Ether (ETH), the second-largest cryptocurrency by market cap, could see further gains towards $10,000 this year after reaching a new all-time high around $2,780 on Thursday – a roughly threefold increase forecasted by FundStrat, a market research firm.ETH is up about 40% for the month to date versus a 5% decline for bitcoin (BTC). “We’re maintaining our overweight ethereum vs. bitcoin recommendation from April 2020,” wrote FundStrat in a research note published on Thursday.",2021-04-30
3728,"Bitcoin (BTC) has fully recovered from Thursday's price drop of almost 5%. The cryptocurrency was trading around $54,000 at the time of writing after holding support at around $52,000. The short-term trend is improving, although there is strong resistance around $56,000 and $58,000 that could limit upside into the weekend.Correction (13:37 UTC, April 30, 2021): This story has been corrected to show that bitcoin is headed for its worst monthly performance since September, and its first monthly loss in 2021. An earlier version of the story incorrectly stated that it was the worst month since January. ",2021-04-30
3729,"Fidelity Digital Assets’ director of research, Mrinalini “Ria” Bhutoria, has left the company to join early-stage crypto fund Castle Island Ventures as a principal.See also: Fidelity Now Extends Bitcoin-Backed Loans Through Silvergate   ",2021-04-30
3730,"Former crypto-friendly Florida tax collector Joel Greenberg attempted to use bitcoin to pay for a presidential pardon, The Daily Beast reported Thursday. Greenberg offered to send $250,000 in the cryptocurrency to Roger Stone, a political consultant tied to former U.S. President Donald Trump, as a fee for Stone securing a pardon for Greenberg, The Daily Beast said, citing screenshots of Signal messages the former Florida official allegedly sent. “If I get you $250K in bitcoin, would that help or is this not a financial matter?” Greenberg reportedly wrote.The disclosure is part of a broader story about U.S. Rep. Matt Gaetz of Florida, who is reportedly being investigated by federal officials for an alleged sexual relationship with a minor.Federal prosecutors have charged Greenberg with a number of legal violations, including sex trafficking of a child. Gaetz, a member of the Congressional Blockchain Caucus, is said to be under investigation as part of Greenberg’s case, and Greenberg is cooperating with the investigation, according to the New York Times.The Daily Beast reported Thursday it had also acquired a confession letter Greenberg wrote as part of his effort to secure a pardon. The letter implicates Gaetz in the allegations of sex with a minor, according to the news site.“On more than one occasion, this individual was involved in sexual activities with several of the other girls, the congressman from Florida’s 1st Congressional District and myself,” Greenberg is reported to have penned in late 2020.Gas money, gifts, rent or partial tuition payments are among the methods Greenberg alleges he and Gaetz used, including to the individual under the age of 18, according to the article. Payments using Square's Cash App, PayPal's Venmo and other tools were made to the girls on “behalf of the congressman,” according to the report.A spokesperson for Gaetz did not respond to a request for comment on Thursday night.",2021-04-30
3731,"Jason Somensatto, a former lawyer at decentralized exchange project 0x Labs, is the new acting director of LabCFTC, the Commodity Futures Trading Commission's (CFTC) financial technology research division.Somensatto will take over from Melissa Netram, who departed the post in early April. Before joining the CFTC in February, he was a senior counsel at 0x, whose ZRX token was the first ERC-20 token to be listed on Coinbase’s professional trading platform. 0x raised $24 million in an initial coin offering in 2017.Somensatto declined to comment when reached, but the current LabCFTC “Team” page confirms his role.While a number of high-profile regulators have recently taken positions in crypto businesses, Somensatto is one of the individuals moving the other way this year.In a statement, Acting CFTC Chairman Rostin Behnam praised Somensatto’s appointment. “I am grateful that Jason has agreed to serve as the Acting Director of LabCFTC,” he said. “Given his experience and deep knowledge of the digital asset marketplace, I am confident he will continue supporting the agency’s important role within this evolving space.”Prior to Somensatto’s tenure, LabCFTC was headed by Daniel Gorfine, the first director of the CFTC office, and Netram, who took over in October 2019.That same month, then-Chairman Heath Tarbert announced the division would be spun out into its own independent office, reporting directly to the CFTC chair. The group acts as a research division within the federal regulator, publishing primers on the crypto industry as well as “Requests for Input” on issues like Ethereum and the surrounding market.The CFTC oversees all derivatives and other commodity products in the U.S., and is the regulator responsible for green-lighting bitcoin and ether futures products. The agency is also nominally responsible for spotting potential fraud or manipulation in the markets of some other cryptocurrencies, like litecoin and dogecoin.While President Joe Biden’s nominee to head the U.S. federal securities regulator, Gary Gensler, was recently confirmed to his post by the Senate, there’s no clear picture yet of who Biden will tap to lead the CFTC on a permanent basis. ",2021-04-29
3732,"Better enforcement of cryptocurrency regulations can help address an increasing number of ransomware attacks, a public-private task force claimed Thursday.The Ransomware Task Force, led by the Institute for Security and Technology with support from Microsoft, McAfee and various government agencies, published a report proposing a host of government and company responses to the growing threat of ransomware attacks, including recommendations to disrupt payments to the developers who develop this form of malware.A ransomware attack is one where a malicious actor hijacks a computer or network, locking it until the victim pays a ransom, often in cryptocurrency (ransomware victims paid close to $350 million in crypto to attackers last year). Paying the ransom is not necessarily a guarantee the perpetrator will share a decryption tool to unlock the computer.The report recommended properly enforcing existing know-your-customer (KYC) and anti-money laundering (AML) laws to help tamp down payments made in crypto, and hinted that additional regulations may be necessary.“The cryptocurrency sector that enables ransomware crime should be more closely regulated. Governments should require cryptocurrency exchanges, crypto kiosks, and over-the-counter (OTC) trading ‘desks’ to comply with existing laws, including Know Your Customer (KYC), Anti-Money Laundering (AML), and Combatting Financing of Terrorism (CFT) laws,” the report said.The report noted that this sort of regulatory enforcement would have to be international. A single nation enforcing KYC/AML laws would be insufficient, given that some companies set up shop in countries with more lax regulations.“A single country’s laws or capabilities will be insufficient to tackle this global threat,” the report said.Kemba Walden, an assistant general counsel at Microsoft’s Digital Crimes Unit, said in a panel announcing the report that many ransomware developers want payments in bitcoin, rather than privacy coins.This is because of the low trading volumes for these privacy coins, the report said. However, while malicious actors may not be using privacy coins, the report did warn that attackers might use mixing services to obfuscate how transactions occur.Chainalysis Director of Market Development Don Spies, who is a member of the task force, told CoinDesk the group came together around the idea that the ransomware threat is likely to grow.“I think one of the main goals of this was not to propose additional, stifling measures but to help folks realize that you can actually take a stab at this with existing measures,” he said. “In the regulatory space, AML, if we just enforce existing laws on the books in a consistent manner, I think we have the ability to really combat what’s going on.”Pamela Clegg, vice president of financial investigations at CipherTrace, said in a blog post one of the goals would be to disrupt the ransomware business model, saying crypto is just one aspect of the issue.The task force received support from the U.S. Department of Homeland Security (DHS), the UK’s National Cyber Security Centre and Europol, with members hailing from a host of government agencies and private entities. Spies said he volunteered to join the group, and was not paid for his participation.In video remarks at the unveiling of the report, Homeland Security Secretary Alejandro Mayorkas called the report an “impressive accomplishment.”“The Department will work to implement many of your recommendations because one thing is clear: Ransomware is a threat to national security,” Mayorkas said. ",2021-04-29
